,id,ph_gender,car_model,replace_value,area_code,accident_type,days_to_expiry,fraud_prob,fraudulent,time
2867,27421,0,C,2491,C,T,23,0.76,1,2020-10-30 20:02:48
2868,27420,0,A,2770,F,D,268,0.55,0,2020-10-30 20:02:48
2869,27419,0,D,4067,C,T,265,0.68,0,2020-10-30 20:02:48
2870,27418,1,C,2539,F,D,48,0.63,0,2020-10-30 20:02:48
2871,27417,0,E,1084,G,D,253,0.65,0,2020-10-30 20:02:48
2872,27416,0,D,2982,G,T,352,0.68,0,2020-10-30 20:02:48
2873,27415,0,E,1003,D,T,21,0.86,1,2020-10-30 20:02:48
2874,27414,0,A,2636,B,F,38,0.73,1,2020-10-30 20:02:48
2875,27413,0,A,2304,G,T,220,0.68,0,2020-10-30 20:02:48
2876,27412,1,E,1180,E,D,131,0.65,0,2020-10-30 20:02:48
2877,27411,1,E,3260,F,F,93,0.83,1,2020-10-30 20:02:48
2878,27410,1,C,1106,E,D,71,0.63,0,2020-10-30 20:02:48
2879,27409,0,B,4652,C,F,228,0.65,0,2020-10-30 20:02:48
2880,27408,0,C,2188,J,D,290,0.56,0,2020-10-30 20:02:48
2881,27407,1,E,3288,E,D,345,0.65,0,2020-10-30 20:02:48
2882,27406,0,D,1591,F,D,39,0.63,0,2020-10-30 20:02:48
2883,27405,0,C,4484,F,T,226,0.68,0,2020-10-30 20:02:48
2884,27404,1,D,4634,G,T,272,0.68,0,2020-10-30 20:02:48
2885,27403,1,D,3155,E,D,77,0.63,0,2020-10-30 20:02:48
2886,27402,1,D,1369,I,T,200,0.68,0,2020-10-30 20:02:48
2887,27401,0,E,4659,A,F,277,0.75,1,2020-10-30 20:02:48
2888,27400,1,D,1093,E,F,69,0.73,1,2020-10-30 20:02:48
2889,27399,0,D,4355,B,T,207,0.68,0,2020-10-30 20:02:48
2890,27398,1,C,2775,F,D,31,0.63,0,2020-10-30 20:02:48
2891,27397,0,A,1389,G,D,219,0.55,0,2020-10-30 20:02:48
2892,27396,1,A,4534,D,F,214,0.65,0,2020-10-30 20:02:48
2893,27395,1,A,3430,E,T,129,0.68,0,2020-10-30 20:02:48
2894,27394,0,B,2955,G,T,302,0.68,0,2020-10-30 20:02:48
2895,27393,0,E,2892,C,F,233,0.75,1,2020-10-30 20:02:48
2896,27392,1,D,2401,J,D,356,0.56,0,2020-10-30 20:02:48
2897,27391,0,A,3938,I,T,339,0.68,0,2020-10-30 20:02:48
2898,27390,1,B,4620,E,D,282,0.55,0,2020-10-30 20:02:48
2899,27389,0,A,2937,C,T,315,0.68,0,2020-10-30 20:02:48
2900,27388,0,A,2705,B,T,39,0.76,1,2020-10-30 20:02:48
2901,27387,1,D,1361,D,D,316,0.55,0,2020-10-30 20:02:48
2902,27386,1,C,2503,A,F,219,0.65,0,2020-10-30 20:02:48
2903,27385,1,D,3381,C,T,309,0.68,0,2020-10-30 20:02:48
2904,27384,1,E,2723,H,T,10,0.9,1,2020-10-30 20:02:48
2905,27383,1,D,4334,F,T,106,0.68,0,2020-10-30 20:02:48
2906,27382,0,C,4061,C,T,145,0.68,0,2020-10-30 20:02:48
2907,27381,0,D,1844,G,D,351,0.55,0,2020-10-30 20:02:48
2908,27380,1,B,3710,C,F,210,0.65,0,2020-10-30 20:02:48
2909,27379,0,B,4230,F,F,20,0.73,1,2020-10-30 20:02:48
2910,27378,1,B,2057,H,T,145,0.72,1,2020-10-30 20:02:48
2911,27377,1,D,2479,B,F,96,0.73,1,2020-10-30 20:02:48
2912,27376,1,B,4097,H,F,125,0.69,0,2020-10-30 20:02:48
2913,27375,1,C,3749,E,T,167,0.68,0,2020-10-30 20:02:48
2914,27374,1,A,4197,H,T,263,0.72,1,2020-10-30 20:02:48
2915,27373,0,B,3074,I,F,356,0.65,0,2020-10-30 20:02:48
2916,27372,1,D,3385,G,D,76,0.63,0,2020-10-30 20:02:48
2917,27371,1,A,2408,J,F,259,0.66,0,2020-10-30 20:02:48
2918,27370,0,C,3612,C,D,254,0.55,0,2020-10-30 20:02:48
2919,27369,1,E,1135,F,D,221,0.65,0,2020-10-30 20:02:48
2920,27368,0,B,4998,H,T,6,0.8,1,2020-10-30 20:02:48
2921,27367,1,B,2304,I,T,257,0.68,0,2020-10-30 20:02:48
2922,27366,1,B,4552,A,T,78,0.76,1,2020-10-30 20:02:48
2923,27365,1,E,1971,C,T,169,0.78,1,2020-10-30 20:02:48
2924,27364,1,E,1842,F,F,15,0.83,1,2020-10-30 20:02:48
2925,27363,0,A,2294,E,T,312,0.68,0,2020-10-30 20:02:48
2926,27362,1,B,2843,F,T,54,0.76,1,2020-10-30 20:02:48
2927,27361,0,D,2201,B,T,128,0.68,0,2020-10-30 20:02:48
2928,27360,0,A,4440,G,F,91,0.73,1,2020-10-30 20:02:48
2929,27359,1,C,4360,E,F,178,0.65,0,2020-10-30 20:02:48
2930,27358,0,B,4110,B,D,255,0.55,0,2020-10-30 20:02:48
2931,27357,0,D,2477,H,D,336,0.59,0,2020-10-30 20:02:48
2932,27356,1,E,2383,G,T,209,0.78,1,2020-10-30 20:02:48
2933,27355,0,B,4003,B,F,346,0.65,0,2020-10-30 20:02:48
2934,27354,1,E,3819,C,T,1,0.86,1,2020-10-30 20:02:48
2935,27353,0,C,3984,B,T,77,0.76,1,2020-10-30 20:02:48
2936,27352,0,D,2681,A,F,98,0.73,1,2020-10-30 20:02:48
2937,27351,1,A,2313,G,D,75,0.63,0,2020-10-30 20:02:48
2938,27350,0,A,3137,H,T,52,0.8,1,2020-10-30 20:02:48
2939,27349,0,B,2904,E,T,234,0.68,0,2020-10-30 20:02:48
2940,27348,1,C,1451,F,D,230,0.55,0,2020-10-30 20:02:48
2941,27347,1,A,3265,F,D,363,0.55,0,2020-10-30 20:02:48
2942,27346,0,B,1532,J,F,123,0.66,0,2020-10-30 20:02:48
2943,27345,0,E,1766,C,F,123,0.75,1,2020-10-30 20:02:48
2944,27344,0,E,1852,G,T,345,0.78,1,2020-10-30 20:02:48
2945,27343,0,C,2466,G,D,67,0.63,0,2020-10-30 20:02:48
2946,27342,1,C,4579,I,D,97,0.63,0,2020-10-30 20:02:48
2947,27341,0,A,1578,J,D,326,0.56,0,2020-10-30 20:02:48
2948,27340,0,E,4673,A,F,348,0.75,1,2020-10-30 20:02:48
2949,27339,0,C,1613,A,T,233,0.68,0,2020-10-30 20:02:48
2950,27338,0,E,2574,B,F,167,0.75,1,2020-10-30 20:02:48
2951,27337,1,E,3598,F,D,81,0.73,1,2020-10-30 20:02:48
2952,27336,0,C,1993,J,D,135,0.56,0,2020-10-30 20:02:48
2953,27335,1,C,4292,F,D,300,0.55,0,2020-10-30 20:02:48
2954,27334,1,C,4513,F,F,140,0.65,0,2020-10-30 20:02:48
2955,27333,0,D,4675,D,F,27,0.73,1,2020-10-30 20:02:48
2956,27332,0,E,3496,J,T,277,0.79,1,2020-10-30 20:02:48
2957,27331,0,C,1643,H,D,242,0.59,0,2020-10-30 20:02:48
2958,27330,0,C,1864,F,F,272,0.65,0,2020-10-30 20:02:48
2959,27329,1,D,1587,J,T,198,0.69,0,2020-10-30 20:02:48
2960,27328,1,C,3738,I,T,170,0.68,0,2020-10-30 20:02:48
2961,27327,0,A,4077,C,T,61,0.76,1,2020-10-30 20:02:48
2962,27326,1,A,2646,I,D,115,0.55,0,2020-10-30 20:02:48
2963,27325,1,C,4004,D,T,289,0.68,0,2020-10-30 20:02:48
2964,27324,0,E,3876,F,D,199,0.65,0,2020-10-30 20:02:48
2965,27323,1,B,2806,A,F,15,0.73,1,2020-10-30 20:02:48
2966,27322,1,A,4335,F,D,172,0.55,0,2020-10-30 20:02:48
2967,27321,0,C,2191,F,T,187,0.68,0,2020-10-30 20:02:48
2968,27320,1,C,2020,D,D,330,0.55,0,2020-10-30 20:02:48
2969,27319,0,B,2132,G,D,140,0.55,0,2020-10-30 20:02:48
2970,27318,1,A,1448,A,T,121,0.68,0,2020-10-30 20:02:48
2971,27317,0,A,4190,C,D,206,0.55,0,2020-10-30 20:02:48
2972,27316,0,A,4780,H,D,259,0.59,0,2020-10-30 20:02:48
2973,27315,1,E,4685,H,T,283,0.82,1,2020-10-30 20:02:48
2974,27314,1,C,3548,D,F,122,0.65,0,2020-10-30 20:02:48
2975,27313,1,E,4604,F,F,209,0.75,1,2020-10-30 20:02:48
2976,27312,1,C,4982,D,D,198,0.55,0,2020-10-30 20:02:48
2977,27311,0,D,2868,B,D,77,0.63,0,2020-10-30 20:02:48
2978,27310,1,C,3519,E,F,98,0.73,1,2020-10-30 20:02:48
2979,27309,0,C,1253,J,F,177,0.66,0,2020-10-30 20:02:48
2980,27308,1,E,1697,F,T,32,0.86,1,2020-10-30 20:02:48
2981,27307,0,E,3447,B,F,232,0.75,1,2020-10-30 20:02:48
2982,27306,0,D,3958,G,F,328,0.65,0,2020-10-30 20:02:48
2983,27305,0,C,2307,H,F,61,0.77,1,2020-10-30 20:02:48
2984,27304,1,C,2118,B,F,291,0.65,0,2020-10-30 20:02:48
2985,27303,0,E,1079,A,D,198,0.65,0,2020-10-30 20:02:48
2986,27302,0,A,3065,D,D,152,0.55,0,2020-10-30 20:02:48
2987,27301,1,D,2200,C,F,25,0.73,1,2020-10-30 20:02:48
2988,27300,0,B,4847,D,F,170,0.65,0,2020-10-30 20:02:48
2989,27299,0,A,3520,D,D,154,0.55,0,2020-10-30 20:02:48
2990,27298,0,B,3064,E,T,306,0.68,0,2020-10-30 20:02:48
2991,27297,1,C,2038,A,D,173,0.55,0,2020-10-30 20:02:48
2992,27296,0,B,4794,J,D,261,0.56,0,2020-10-30 20:02:48
2993,27295,1,A,4469,A,F,120,0.65,0,2020-10-30 20:02:48
2994,27294,0,C,4602,I,F,216,0.65,0,2020-10-30 20:02:48
2995,27293,1,C,1284,G,F,17,0.73,1,2020-10-30 20:02:48
2996,27292,0,B,3574,F,F,246,0.65,0,2020-10-30 20:02:48
2997,27291,0,A,1664,C,F,192,0.65,0,2020-10-30 20:02:48
2998,27290,1,E,4627,F,D,150,0.65,0,2020-10-30 20:02:48
2999,27289,0,B,4401,G,T,78,0.76,1,2020-10-30 20:02:48
3000,27288,0,A,1389,D,F,156,0.65,0,2020-10-30 20:02:48
3001,27287,1,C,4054,C,F,159,0.65,0,2020-10-30 20:02:48
3002,27286,0,E,3552,D,D,318,0.65,0,2020-10-30 20:02:48
3003,27285,0,B,4021,G,F,54,0.73,1,2020-10-30 20:02:48
3004,27284,1,A,4823,B,T,100,0.76,1,2020-10-30 20:02:48
3005,27283,1,C,3471,B,F,57,0.73,1,2020-10-30 20:02:48
3006,27282,0,D,2374,B,F,299,0.65,0,2020-10-30 20:02:48
3007,27281,1,D,1361,J,F,170,0.66,0,2020-10-30 20:02:48
3008,27280,0,B,1692,A,D,133,0.55,0,2020-10-30 20:02:48
3009,27279,1,A,1040,C,D,232,0.55,0,2020-10-30 20:02:48
3010,27278,0,B,3169,C,T,199,0.68,0,2020-10-30 20:02:48
3011,27277,1,D,4712,D,T,158,0.68,0,2020-10-30 20:02:48
3012,27276,0,D,3772,F,D,252,0.55,0,2020-10-30 20:02:48
3013,27275,1,E,2898,B,T,119,0.78,1,2020-10-30 20:02:48
3014,27274,0,C,4405,C,D,318,0.55,0,2020-10-30 20:02:48
3015,27273,1,C,4367,B,T,3,0.76,1,2020-10-30 20:02:48
3016,27272,0,D,3509,F,T,331,0.68,0,2020-10-30 20:02:48
3017,27271,1,E,1127,D,T,359,0.78,1,2020-10-30 20:02:48
3018,27270,1,A,3545,G,F,340,0.65,0,2020-10-30 20:02:48
3019,27269,1,B,4171,C,F,72,0.73,1,2020-10-30 20:02:48
3020,27268,0,B,1721,D,T,52,0.76,1,2020-10-30 20:02:48
3021,27267,0,A,4248,F,F,143,0.65,0,2020-10-30 20:02:48
3022,27266,1,E,2686,E,D,175,0.65,0,2020-10-30 20:02:48
3023,27265,1,E,1694,H,F,36,0.87,1,2020-10-30 20:02:48
3024,27264,0,A,3076,H,T,37,0.8,1,2020-10-30 20:02:48
3025,27263,0,D,1688,H,T,131,0.72,1,2020-10-30 20:02:48
3026,27262,1,B,1473,B,F,287,0.65,0,2020-10-30 20:02:48
3027,27261,1,D,2763,G,D,70,0.63,0,2020-10-30 20:02:48
3028,27260,0,C,4228,F,T,320,0.68,0,2020-10-30 20:02:48
3029,27259,0,D,1204,I,T,361,0.68,0,2020-10-30 20:02:48
3030,27258,0,D,1076,C,F,334,0.65,0,2020-10-30 20:02:48
3031,27257,1,C,3366,H,D,66,0.67,0,2020-10-30 20:02:48
3032,27256,1,D,2398,E,T,140,0.68,0,2020-10-30 20:02:48
3033,27255,1,B,4059,A,F,182,0.65,0,2020-10-30 20:02:48
3034,27254,1,C,4825,D,D,210,0.55,0,2020-10-30 20:02:48
3035,27253,1,A,1470,F,F,361,0.65,0,2020-10-30 20:02:48
3036,27252,1,C,1015,F,T,325,0.68,0,2020-10-30 20:02:48
3037,27251,0,D,4257,J,D,9,0.64,0,2020-10-30 20:02:48
3038,27250,1,B,3428,A,F,86,0.73,1,2020-10-30 20:02:48
3039,27249,0,B,3018,C,T,223,0.68,0,2020-10-30 20:02:48
3040,27248,0,A,1857,C,F,157,0.65,0,2020-10-30 20:02:48
3041,27247,1,D,3740,C,T,272,0.68,0,2020-10-30 20:02:48
3042,27246,0,C,4674,H,F,160,0.69,0,2020-10-30 20:02:48
3043,27245,1,B,2774,F,D,232,0.55,0,2020-10-30 20:02:48
3044,27244,1,E,3721,B,T,183,0.78,1,2020-10-30 20:02:48
3045,27243,0,D,3945,J,D,175,0.56,0,2020-10-30 20:02:48
3046,27242,0,E,1553,D,T,12,0.86,1,2020-10-30 20:02:48
3047,27241,1,E,2232,A,F,139,0.75,1,2020-10-30 20:02:48
3048,27240,0,B,1457,G,T,256,0.68,0,2020-10-30 20:02:48
3049,27239,0,A,1816,G,D,12,0.63,0,2020-10-30 20:02:48
3050,27238,0,D,3618,A,F,164,0.65,0,2020-10-30 20:02:48
3051,27237,1,E,1537,F,D,121,0.65,0,2020-10-30 20:02:48
3052,27236,0,B,2374,B,D,312,0.55,0,2020-10-30 20:02:48
3053,27235,0,E,1411,C,D,62,0.73,1,2020-10-30 20:02:48
3054,27234,1,D,4134,F,F,347,0.65,0,2020-10-30 20:02:48
3055,27233,0,C,1339,C,T,109,0.68,0,2020-10-30 20:02:48
3056,27232,1,B,1754,B,T,365,0.68,0,2020-10-30 20:02:48
3057,27231,1,D,3765,F,F,187,0.65,0,2020-10-30 20:02:48
3058,27230,1,E,3571,D,F,358,0.75,1,2020-10-30 20:02:48
3059,27229,1,D,3520,E,D,69,0.63,0,2020-10-30 20:02:48
3060,27228,1,E,4035,H,F,238,0.79,1,2020-10-30 20:02:48
3061,27227,1,A,2208,A,D,45,0.63,0,2020-10-30 20:02:48
3062,27226,1,B,2649,J,D,127,0.56,0,2020-10-30 20:02:48
3063,27225,1,B,1102,G,T,241,0.68,0,2020-10-30 20:02:48
3064,27224,0,A,1192,H,T,152,0.72,1,2020-10-30 20:02:48
3065,27223,0,D,3197,J,D,281,0.56,0,2020-10-30 20:02:48
3066,27222,0,D,2698,C,T,317,0.68,0,2020-10-30 20:02:48
3067,27221,0,D,1065,C,D,163,0.55,0,2020-10-30 20:02:48
3068,27220,1,B,4495,B,D,33,0.63,0,2020-10-30 20:02:48
3069,27219,0,B,2639,D,T,36,0.76,1,2020-10-30 20:02:48
3070,27218,0,B,3242,E,F,33,0.73,1,2020-10-30 20:02:48
3071,27217,0,D,1598,F,F,144,0.65,0,2020-10-30 20:02:48
3072,27216,0,E,3445,I,D,13,0.73,1,2020-10-30 20:02:48
3073,27215,1,B,1396,E,T,144,0.68,0,2020-10-30 20:02:48
3074,27214,1,D,3010,C,T,315,0.68,0,2020-10-30 20:02:48
3075,27213,0,A,4192,B,F,1,0.73,1,2020-10-30 20:02:48
3076,27212,0,C,1041,G,D,59,0.63,0,2020-10-30 20:02:48
3077,27211,1,E,2142,C,F,233,0.75,1,2020-10-30 20:02:48
3078,27210,1,C,3094,H,F,161,0.69,0,2020-10-30 20:02:48
3079,27209,1,D,2621,E,T,22,0.76,1,2020-10-30 20:02:48
3080,27208,0,B,4016,D,D,238,0.55,0,2020-10-30 20:02:48
3081,27207,1,A,3365,C,D,218,0.55,0,2020-10-30 20:02:48
3082,27206,1,A,1767,B,T,100,0.76,1,2020-10-30 20:02:48
3083,27205,1,D,3714,A,F,258,0.65,0,2020-10-30 20:02:48
3084,27204,1,C,1905,B,T,248,0.68,0,2020-10-30 20:02:48
3085,27203,1,D,2338,E,D,122,0.55,0,2020-10-30 20:02:48
3086,27202,1,E,1233,A,D,221,0.65,0,2020-10-30 20:02:48
3087,27201,0,A,3524,E,T,194,0.68,0,2020-10-30 20:02:48
3088,27200,1,B,4404,B,F,224,0.65,0,2020-10-30 20:02:48
3089,27199,1,E,4405,E,F,318,0.75,1,2020-10-30 20:02:48
3090,27198,0,D,3015,H,T,180,0.72,1,2020-10-30 20:02:48
3091,27197,0,B,1464,F,D,346,0.55,0,2020-10-30 20:02:48
3092,27196,1,D,1836,A,T,325,0.68,0,2020-10-30 20:02:48
3093,27195,1,A,2749,I,F,189,0.65,0,2020-10-30 20:02:48
3094,27194,0,B,1460,F,F,73,0.73,1,2020-10-30 20:02:48
3095,27193,0,E,2451,H,D,318,0.69,0,2020-10-30 20:02:48
3096,27192,0,E,3721,B,D,123,0.65,0,2020-10-30 20:02:48
3097,27191,0,E,4957,A,F,105,0.75,1,2020-10-30 20:02:48
3098,27190,1,B,1196,I,F,38,0.73,1,2020-10-30 20:02:48
3099,27189,0,A,2350,E,T,337,0.68,0,2020-10-30 20:02:48
3100,27188,0,B,1167,A,T,52,0.76,1,2020-10-30 20:02:48
3101,27187,0,B,4490,H,D,34,0.67,0,2020-10-30 20:02:48
3102,27186,0,B,4067,J,D,360,0.56,0,2020-10-30 20:02:48
3103,27185,1,C,1255,H,T,339,0.72,1,2020-10-30 20:02:48
3104,27184,0,B,1832,D,D,271,0.55,0,2020-10-30 20:02:48
3105,27183,1,E,4175,D,F,253,0.75,1,2020-10-30 20:02:48
3106,27182,1,E,3826,G,D,365,0.65,0,2020-10-30 20:02:48
3107,27181,1,A,4440,I,D,321,0.55,0,2020-10-30 20:02:48
3108,27180,0,A,1269,G,F,14,0.73,1,2020-10-30 20:02:48
3109,27179,0,B,3131,A,T,306,0.68,0,2020-10-30 20:02:48
3110,27178,1,E,2711,D,F,82,0.83,1,2020-10-30 20:02:48
3111,27177,1,B,4141,I,D,107,0.55,0,2020-10-30 20:02:48
3112,27176,0,E,2476,G,T,324,0.78,1,2020-10-30 20:02:48
3113,27175,1,E,4012,H,D,147,0.69,0,2020-10-30 20:02:48
3114,27174,1,B,2231,J,T,339,0.69,0,2020-10-30 20:02:48
3115,27173,0,E,3897,E,D,83,0.73,1,2020-10-30 20:02:48
3116,27172,0,E,2919,F,D,262,0.65,0,2020-10-30 20:02:48
3117,27171,1,B,1062,H,D,222,0.59,0,2020-10-30 20:02:48
3118,27170,1,A,4270,H,F,286,0.69,0,2020-10-30 20:02:48
3119,27169,1,A,3527,I,D,278,0.55,0,2020-10-30 20:02:48
3120,27168,0,E,2126,E,F,81,0.83,1,2020-10-30 20:02:48
3121,27167,1,D,2467,A,F,159,0.65,0,2020-10-30 20:02:48
3122,27166,1,D,4249,E,F,334,0.65,0,2020-10-30 20:02:48
3123,27165,1,D,3645,I,F,69,0.73,1,2020-10-30 20:02:48
3124,27164,0,C,2432,H,F,89,0.77,1,2020-10-30 20:02:48
3125,27163,0,C,3613,F,T,56,0.76,1,2020-10-30 20:02:48
3126,27162,1,D,3748,A,F,242,0.65,0,2020-10-30 20:02:48
3127,27161,0,E,4245,H,D,50,0.77,1,2020-10-30 20:02:48
3128,27160,0,A,3896,J,T,280,0.69,0,2020-10-30 20:02:48
3129,27159,1,B,3207,A,T,16,0.76,1,2020-10-30 20:02:48
3130,27158,1,D,4577,H,D,193,0.59,0,2020-10-30 20:02:48
3131,27157,1,A,4788,B,T,29,0.76,1,2020-10-30 20:02:48
3132,27156,0,E,3976,C,D,326,0.65,0,2020-10-30 20:02:48
3133,27155,0,D,2549,F,D,215,0.55,0,2020-10-30 20:02:48
3134,27154,0,E,1953,I,D,301,0.65,0,2020-10-30 20:02:48
3135,27153,1,A,1223,D,D,82,0.63,0,2020-10-30 20:02:48
3136,27152,0,D,4478,E,F,156,0.65,0,2020-10-30 20:02:48
3137,27151,1,D,4739,F,F,76,0.73,1,2020-10-30 20:02:48
3138,27150,0,E,2621,J,F,149,0.76,1,2020-10-30 20:02:48
3139,27149,0,C,2861,D,D,285,0.55,0,2020-10-30 20:02:48
3140,27148,0,A,2218,D,F,60,0.73,1,2020-10-30 20:02:48
3141,27147,0,C,4410,B,F,138,0.65,0,2020-10-30 20:02:48
3142,27146,0,D,3946,G,T,248,0.68,0,2020-10-30 20:02:48
3143,27145,1,D,1521,G,D,317,0.55,0,2020-10-30 20:02:48
3144,27144,1,C,1026,F,T,170,0.68,0,2020-10-30 20:02:48
3145,27143,0,D,1370,I,F,285,0.65,0,2020-10-30 20:02:48
3146,27142,1,E,3619,I,T,3,0.86,1,2020-10-30 20:02:48
3147,27141,0,D,3399,G,F,13,0.73,1,2020-10-30 20:02:48
3148,27140,0,B,4522,B,F,125,0.65,0,2020-10-30 20:02:48
3149,27139,0,E,4093,D,D,289,0.65,0,2020-10-30 20:02:48
3150,27138,0,A,4158,J,T,34,0.77,1,2020-10-30 20:02:48
3151,27137,0,A,3242,J,F,313,0.66,0,2020-10-30 20:02:48
3152,27136,0,B,1149,F,F,3,0.73,1,2020-10-30 20:02:48
3153,27135,0,B,3541,C,D,295,0.55,0,2020-10-30 20:02:48
3154,27134,0,C,1256,F,F,120,0.65,0,2020-10-30 20:02:48
3155,27133,0,A,3508,B,D,269,0.55,0,2020-10-30 20:02:48
3156,27132,0,E,1873,G,T,15,0.86,1,2020-10-30 20:02:48
3157,27131,0,E,1138,C,F,48,0.83,1,2020-10-30 20:02:48
3158,27130,1,B,2364,H,F,243,0.69,0,2020-10-30 20:02:48
3159,27129,0,C,1079,B,F,155,0.65,0,2020-10-30 20:02:48
3160,27128,0,D,4734,J,F,51,0.74,1,2020-10-30 20:02:48
3161,27127,0,A,1535,J,D,205,0.56,0,2020-10-30 20:02:48
3162,27126,0,C,2808,F,T,247,0.68,0,2020-10-30 20:02:48
3163,27125,0,C,3065,H,T,277,0.72,1,2020-10-30 20:02:48
3164,27124,0,A,2621,J,D,212,0.56,0,2020-10-30 20:02:48
3165,27123,1,A,2265,J,D,80,0.64,0,2020-10-30 20:02:48
3166,27122,1,A,1284,G,T,192,0.68,0,2020-10-30 20:02:48
3167,27121,1,B,1579,H,T,316,0.72,1,2020-10-30 20:02:48
3168,27120,0,A,2945,B,D,336,0.55,0,2020-10-30 20:02:48
3169,27119,0,C,1779,H,F,130,0.69,0,2020-10-30 20:02:48
3170,27118,1,D,1733,F,F,33,0.73,1,2020-10-30 20:02:48
3171,27117,1,C,1300,A,D,13,0.63,0,2020-10-30 20:02:48
3172,27116,0,B,3422,C,D,347,0.55,0,2020-10-30 20:02:48
3173,27115,0,E,1635,A,D,282,0.65,0,2020-10-30 20:02:48
3174,27114,1,C,4264,J,T,177,0.69,0,2020-10-30 20:02:48
3175,27113,1,B,4248,B,D,67,0.63,0,2020-10-30 20:02:48
3176,27112,0,A,2533,A,F,300,0.65,0,2020-10-30 20:02:48
3177,27111,1,C,1037,F,T,151,0.68,0,2020-10-30 20:02:48
3178,27110,1,E,4106,I,F,42,0.83,1,2020-10-30 20:02:48
3179,27109,0,D,4131,G,T,260,0.68,0,2020-10-30 20:02:48
3180,27108,0,A,1404,E,T,309,0.68,0,2020-10-30 20:02:48
3181,27107,1,B,1358,F,T,336,0.68,0,2020-10-30 20:02:48
3182,27106,1,A,3311,C,F,6,0.73,1,2020-10-30 20:02:48
3183,27105,1,A,1345,A,D,247,0.55,0,2020-10-30 20:02:48
3184,27104,1,C,1295,C,F,277,0.65,0,2020-10-30 20:02:48
3185,27103,0,D,1769,H,T,339,0.72,1,2020-10-30 20:02:48
3186,27102,1,B,3299,I,T,8,0.76,1,2020-10-30 20:02:48
3187,27101,0,C,4943,H,T,14,0.8,1,2020-10-30 20:02:48
3188,27100,1,B,4908,C,F,257,0.65,0,2020-10-30 20:02:48
3189,27099,0,B,2055,F,T,164,0.68,0,2020-10-30 20:02:48
3190,27098,1,E,1043,B,F,54,0.83,1,2020-10-30 20:02:48
3191,27097,0,C,1497,G,T,80,0.76,1,2020-10-30 20:02:48
3192,27096,1,B,2804,A,T,343,0.68,0,2020-10-30 20:02:48
3193,27095,0,D,2901,F,F,23,0.73,1,2020-10-30 20:02:48
3194,27094,0,A,3059,H,F,11,0.77,1,2020-10-30 20:02:48
3195,27093,0,E,1523,G,D,48,0.73,1,2020-10-30 20:02:48
3196,27092,1,E,1300,I,F,105,0.75,1,2020-10-30 20:02:48
3197,27091,1,A,2178,H,F,196,0.69,0,2020-10-30 20:02:48
3198,27090,0,A,4861,D,T,340,0.68,0,2020-10-30 20:02:48
3199,27089,1,E,2399,G,T,331,0.78,1,2020-10-30 20:02:48
3200,27088,0,E,1861,H,F,104,0.79,1,2020-10-30 20:02:48
3201,27087,1,E,2559,H,D,349,0.69,0,2020-10-30 20:02:48
3202,27086,0,D,3237,D,F,104,0.65,0,2020-10-30 20:02:48
3203,27085,0,B,2849,G,D,286,0.55,0,2020-10-30 20:02:48
3204,27084,0,C,4551,J,T,126,0.69,0,2020-10-30 20:02:48
3205,27083,1,D,3519,C,T,109,0.68,0,2020-10-30 20:02:48
3206,27082,1,D,4149,E,F,272,0.65,0,2020-10-30 20:02:48
3207,27081,1,E,4860,G,T,16,0.86,1,2020-10-30 20:02:48
3208,27080,1,A,2083,J,T,311,0.69,0,2020-10-30 20:02:48
3209,27079,0,B,2231,A,F,5,0.73,1,2020-10-30 20:02:48
3210,27078,0,D,1933,D,D,177,0.55,0,2020-10-30 20:02:48
3211,27077,0,A,3428,D,T,238,0.68,0,2020-10-30 20:02:48
3212,27076,0,B,4086,B,F,34,0.73,1,2020-10-30 20:02:48
3213,27075,0,A,1560,B,F,299,0.65,0,2020-10-30 20:02:48
3214,27074,0,E,1508,C,F,297,0.75,1,2020-10-30 20:02:48
3215,27073,1,A,1360,E,T,314,0.68,0,2020-10-30 20:02:48
3216,27072,1,E,2849,H,D,251,0.69,0,2020-10-30 20:02:48
3217,27071,0,E,4761,G,D,225,0.65,0,2020-10-30 20:02:48
3218,27070,1,A,1755,G,F,234,0.65,0,2020-10-30 20:02:48
3219,27069,0,E,4539,H,D,9,0.77,1,2020-10-30 20:02:48
3220,27068,1,D,2985,F,D,340,0.55,0,2020-10-30 20:02:48
3221,27067,0,E,3847,J,D,228,0.66,0,2020-10-30 20:02:48
3222,27066,1,C,1609,B,D,169,0.55,0,2020-10-30 20:02:48
3223,27065,1,D,3303,C,D,155,0.55,0,2020-10-30 20:02:48
3224,27064,0,D,4445,H,F,164,0.69,0,2020-10-30 20:02:48
3225,27063,0,D,1127,H,D,133,0.59,0,2020-10-30 20:02:48
3226,27062,1,E,1546,G,F,134,0.75,1,2020-10-30 20:02:48
3227,27061,0,C,4516,J,D,297,0.56,0,2020-10-30 20:02:48
3228,27060,0,A,3101,C,D,275,0.55,0,2020-10-30 20:02:48
3229,27059,0,A,2101,D,T,279,0.68,0,2020-10-30 20:02:48
3230,27058,0,B,2613,E,F,72,0.73,1,2020-10-30 20:02:48
3231,27057,0,C,4022,E,T,139,0.68,0,2020-10-30 20:02:48
3232,27056,1,E,2336,H,T,346,0.82,1,2020-10-30 20:02:48
3233,27055,0,B,1160,J,T,242,0.69,0,2020-10-30 20:02:48
