,id,ph_gender,car_model,replace_value,area_code,accident_type,days_to_expiry,fraud_prob,fraudulent,time
2153,18120,0,B,0,F,T,1,0.68,1,16/08/2020 14:17
2154,18119,0,D,0,I,F,0,0.73,1,16/08/2020 14:17
2155,18118,1,C,0,E,D,1,0.55,0,16/08/2020 14:17
2156,18117,1,B,1,I,T,1,0.68,1,16/08/2020 14:17
2157,18116,0,C,0,H,F,1,0.69,1,16/08/2020 14:17
2158,18115,0,B,0,I,F,0,0.73,1,16/08/2020 14:17
2159,18114,1,D,0,I,D,1,0.55,0,16/08/2020 14:17
2160,18113,0,D,0,I,F,1,0.65,1,16/08/2020 14:17
2161,18112,0,C,1,A,D,1,0.55,0,16/08/2020 14:17
2162,18111,0,C,1,F,T,1,0.68,1,16/08/2020 14:17
2163,18110,0,C,0,E,D,1,0.55,0,16/08/2020 14:17
2164,18109,0,D,0,H,F,0,0.77,1,16/08/2020 14:17
2165,18108,0,B,0,J,D,1,0.56,0,16/08/2020 14:17
2166,18107,0,D,0,E,F,0,0.73,1,16/08/2020 14:17
2167,18106,0,E,1,D,D,0,0.73,1,16/08/2020 14:17
2168,18105,1,B,0,B,D,1,0.55,0,16/08/2020 14:17
2169,18104,0,C,0,F,F,0,0.73,1,16/08/2020 14:17
2170,18103,1,B,0,J,D,1,0.56,0,16/08/2020 14:17
2171,18102,0,C,0,C,F,1,0.65,1,16/08/2020 14:17
2172,18101,0,E,0,E,D,1,0.65,1,16/08/2020 14:17
2173,18100,0,B,0,H,D,1,0.59,0,16/08/2020 14:17
2174,18099,0,C,1,A,T,1,0.68,1,16/08/2020 14:17
2175,18098,1,C,1,G,F,1,0.65,1,16/08/2020 14:17
2176,18097,1,A,0,A,D,1,0.55,0,16/08/2020 14:17
2177,18096,1,A,0,D,T,0,0.76,1,16/08/2020 14:17
2178,18095,1,D,0,D,D,0,0.63,1,16/08/2020 14:17
2179,18094,1,B,0,A,T,0,0.76,1,16/08/2020 14:17
2180,18093,0,E,1,I,D,0,0.73,1,16/08/2020 14:17
2181,18092,0,A,0,G,T,1,0.68,1,16/08/2020 14:17
2182,18091,0,B,0,B,F,1,0.65,1,16/08/2020 14:17
2183,18090,0,E,0,F,F,1,0.75,1,16/08/2020 14:17
2184,18089,1,A,0,G,F,0,0.73,1,16/08/2020 14:17
2185,18088,1,A,0,E,F,1,0.65,1,16/08/2020 14:17
2186,18087,0,C,0,D,D,1,0.55,0,16/08/2020 14:17
2187,18086,1,D,0,F,T,1,0.68,1,16/08/2020 14:17
2188,18085,1,C,0,D,F,1,0.65,1,16/08/2020 14:17
2189,18084,0,D,0,B,D,0,0.63,1,16/08/2020 14:17
2190,18083,0,B,0,F,T,1,0.68,1,16/08/2020 14:17
2191,18082,1,E,0,D,F,0,0.83,1,16/08/2020 14:17
2192,18081,1,B,0,H,T,0,0.8,1,16/08/2020 14:17
2193,18080,0,D,0,G,F,0,0.73,1,16/08/2020 14:17
2194,18079,1,C,0,E,T,0,0.76,1,16/08/2020 14:17
2195,18078,1,A,0,J,T,0,0.77,1,16/08/2020 14:17
2196,18077,0,D,0,E,D,0,0.63,1,16/08/2020 14:17
2197,18076,0,E,0,H,T,1,0.82,1,16/08/2020 14:17
2198,18075,0,A,0,J,D,1,0.56,0,16/08/2020 14:17
2199,18074,1,D,0,C,D,1,0.55,0,16/08/2020 14:17
2200,18073,1,B,0,D,D,1,0.55,0,16/08/2020 14:17
2201,18072,1,E,0,H,F,1,0.79,1,16/08/2020 14:17
2202,18071,0,A,1,J,F,1,0.66,1,16/08/2020 14:17
2203,18070,0,A,0,C,D,1,0.55,0,16/08/2020 14:17
2204,18069,1,D,0,J,T,1,0.69,1,16/08/2020 14:17
2205,18068,0,D,0,H,T,0,0.8,1,16/08/2020 14:17
2206,18067,1,B,0,C,F,1,0.65,1,16/08/2020 14:17
2207,18066,1,D,1,F,D,0,0.63,1,16/08/2020 14:17
2208,18065,0,A,0,G,T,1,0.68,1,16/08/2020 14:17
2209,18064,0,C,0,E,F,1,0.65,1,16/08/2020 14:17
2210,18063,1,D,0,D,F,1,0.65,1,16/08/2020 14:17
2211,18062,0,E,0,J,F,1,0.76,1,16/08/2020 14:17
2212,18061,1,D,0,J,D,1,0.56,0,16/08/2020 14:17
2213,18060,0,D,1,I,T,1,0.68,1,16/08/2020 14:17
2214,18059,1,A,1,C,D,1,0.55,0,16/08/2020 14:17
2215,18058,1,A,0,I,F,1,0.65,1,16/08/2020 14:17
2216,18057,0,C,0,I,T,1,0.68,1,16/08/2020 14:17
2217,18056,1,A,1,E,F,0,0.73,1,16/08/2020 14:17
2218,18055,1,A,0,E,D,1,0.55,0,16/08/2020 14:17
2219,18054,1,E,0,G,T,1,0.78,1,16/08/2020 14:17
2220,18053,0,D,0,A,F,1,0.65,1,16/08/2020 14:17
2221,18052,1,C,0,H,D,0,0.67,1,16/08/2020 14:17
2222,18051,1,A,1,D,F,1,0.65,1,16/08/2020 14:17
2223,18050,1,E,0,J,T,1,0.79,1,16/08/2020 14:17
2224,18049,0,E,0,H,T,1,0.82,1,16/08/2020 14:17
2225,18048,0,D,0,D,D,1,0.55,0,16/08/2020 14:17
2226,18047,1,E,0,D,D,0,0.73,1,16/08/2020 14:17
2227,18046,0,B,0,H,D,1,0.59,0,16/08/2020 14:17
2228,18045,0,B,0,J,T,1,0.69,1,16/08/2020 14:17
2229,18044,0,D,0,B,D,1,0.55,0,16/08/2020 14:17
2230,18043,0,C,1,I,F,1,0.65,1,16/08/2020 14:17
2231,18042,0,D,0,G,D,1,0.55,0,16/08/2020 14:17
2232,18041,0,D,0,I,D,1,0.55,0,16/08/2020 14:17
2233,18040,0,D,0,J,T,0,0.77,1,16/08/2020 14:17
2234,18039,0,C,0,D,D,1,0.55,0,16/08/2020 14:17
2235,18038,1,E,0,D,T,1,0.78,1,16/08/2020 14:17
2236,18037,1,C,1,B,D,1,0.55,0,16/08/2020 14:17
2237,18036,1,E,0,A,D,0,0.73,1,16/08/2020 14:17
2238,18035,0,B,0,A,T,1,0.68,1,16/08/2020 14:17
2239,18034,1,B,0,H,D,1,0.59,0,16/08/2020 14:17
2240,18033,1,E,1,B,F,1,0.75,1,16/08/2020 14:17
2241,18032,0,B,0,D,T,1,0.68,1,16/08/2020 14:17
2242,18031,0,B,1,C,F,1,0.65,1,16/08/2020 14:17
2243,18030,0,C,0,H,D,0,0.67,1,16/08/2020 14:17
2244,18029,0,E,0,G,F,0,0.83,1,16/08/2020 14:17
2245,18028,1,A,0,A,D,1,0.55,0,16/08/2020 14:17
2246,18027,1,A,0,B,F,1,0.65,1,16/08/2020 14:17
2247,18026,1,A,0,H,D,0,0.67,1,16/08/2020 14:17
2248,18025,1,A,0,G,D,1,0.55,0,16/08/2020 14:17
2249,18024,1,C,0,B,F,1,0.65,1,16/08/2020 14:17
2250,18023,0,D,0,B,T,1,0.68,1,16/08/2020 14:17
2251,18022,1,A,0,J,T,1,0.69,1,16/08/2020 14:17
2252,18021,0,B,0,F,F,1,0.65,1,16/08/2020 14:17
2253,18020,1,E,0,C,D,1,0.65,1,16/08/2020 14:17
2254,18019,1,E,0,H,D,1,0.69,1,16/08/2020 14:17
2255,18018,1,A,0,G,F,1,0.65,1,16/08/2020 14:17
2256,18017,0,A,0,B,D,1,0.55,0,16/08/2020 14:17
2257,18016,1,D,0,G,T,0,0.76,1,16/08/2020 14:17
2258,18015,1,C,0,G,T,1,0.68,1,16/08/2020 14:17
2259,18014,0,B,0,F,F,1,0.65,1,16/08/2020 14:17
2260,18013,0,E,0,G,T,1,0.78,1,16/08/2020 14:17
2261,18012,0,C,0,C,D,1,0.55,0,16/08/2020 14:17
2262,18011,1,D,0,I,T,0,0.76,1,16/08/2020 14:17
2263,18010,1,E,0,F,F,1,0.75,1,16/08/2020 14:17
2264,18009,1,B,1,I,F,0,0.73,1,16/08/2020 14:17
2265,18008,0,A,0,B,D,0,0.63,1,16/08/2020 14:17
2266,18007,1,B,0,G,T,0,0.76,1,16/08/2020 14:17
2267,18006,1,A,0,I,D,1,0.55,0,16/08/2020 14:17
2268,18005,1,D,1,D,F,0,0.73,1,16/08/2020 14:17
2269,18004,1,B,0,A,F,1,0.65,1,16/08/2020 14:17
2270,18003,0,A,0,G,D,0,0.63,1,16/08/2020 14:17
2271,18002,1,C,0,G,D,1,0.55,0,16/08/2020 14:17
2272,18001,1,B,0,G,D,0,0.63,1,16/08/2020 14:17
2273,18000,1,D,0,A,D,0,0.63,1,16/08/2020 14:17
2274,17999,1,C,0,F,F,1,0.65,1,16/08/2020 14:17
2275,17998,0,B,1,J,D,1,0.56,0,16/08/2020 14:17
2276,17997,0,B,0,C,D,0,0.63,1,16/08/2020 14:17
2277,17996,1,D,0,H,T,1,0.72,1,16/08/2020 14:17
2278,17995,0,E,0,E,F,0,0.83,1,16/08/2020 14:17
2279,17994,1,A,0,I,F,0,0.73,1,16/08/2020 14:17
2280,17993,0,E,0,F,D,1,0.65,1,16/08/2020 14:17
2281,17992,0,B,1,C,D,1,0.55,0,16/08/2020 14:17
2282,17991,1,C,0,J,T,1,0.69,1,16/08/2020 14:17
2283,17990,1,C,0,E,D,1,0.55,0,16/08/2020 14:17
2284,17989,0,A,0,E,F,1,0.65,1,16/08/2020 14:17
2285,17988,0,E,0,D,D,1,0.65,1,16/08/2020 14:17
2286,17987,1,D,1,I,F,1,0.65,1,16/08/2020 14:17
2287,17986,0,A,0,F,F,1,0.65,1,16/08/2020 14:17
2288,17985,1,D,0,E,D,0,0.63,1,16/08/2020 14:17
2289,17984,0,A,0,D,T,0,0.76,1,16/08/2020 14:17
2290,17983,0,C,0,D,F,0,0.73,1,16/08/2020 14:17
2291,17982,1,B,0,J,T,0,0.77,1,16/08/2020 14:17
2292,17981,1,D,0,E,F,0,0.73,1,16/08/2020 14:17
2293,17980,1,C,0,E,F,1,0.65,1,16/08/2020 14:17
2294,17979,0,D,0,D,T,0,0.76,1,16/08/2020 14:17
2295,17978,1,B,0,B,F,0,0.73,1,16/08/2020 14:17
2296,17977,1,C,0,D,F,1,0.65,1,16/08/2020 14:17
2297,17976,0,C,0,J,D,1,0.56,0,16/08/2020 14:17
2298,17975,1,B,0,A,D,0,0.63,1,16/08/2020 14:17
2299,17974,0,C,0,J,F,1,0.66,1,16/08/2020 14:17
2300,17973,0,B,0,I,F,1,0.65,1,16/08/2020 14:17
2301,17972,1,A,1,H,F,0,0.77,1,16/08/2020 14:17
2302,17971,0,B,0,A,T,1,0.68,1,16/08/2020 14:17
2303,17970,0,A,0,G,D,1,0.55,0,16/08/2020 14:17
2304,17969,0,C,0,E,F,0,0.73,1,16/08/2020 14:17
2305,17968,1,C,0,J,F,1,0.66,1,16/08/2020 14:17
2306,17967,0,B,0,C,T,1,0.68,1,16/08/2020 14:17
2307,17966,0,B,0,A,T,1,0.68,1,16/08/2020 14:17
2308,17965,1,C,0,E,F,1,0.65,1,16/08/2020 14:17
2309,17964,1,A,0,H,F,1,0.69,1,16/08/2020 14:17
2310,17963,0,C,0,H,T,1,0.72,1,16/08/2020 14:17
2311,17962,1,D,0,I,D,1,0.55,0,16/08/2020 14:17
2312,17961,0,C,0,F,T,1,0.68,1,16/08/2020 14:17
2313,17960,1,C,0,A,T,0,0.76,1,16/08/2020 14:17
2314,17959,0,A,0,C,D,1,0.55,0,16/08/2020 14:17
2315,17958,1,E,0,F,T,1,0.78,1,16/08/2020 14:17
2316,17957,1,C,0,E,T,1,0.68,1,16/08/2020 14:17
2317,17956,1,C,1,B,F,1,0.65,1,16/08/2020 14:17
2318,17955,0,B,0,B,F,1,0.65,1,16/08/2020 14:17
2319,17954,1,C,0,H,D,1,0.59,0,16/08/2020 14:17
2320,17953,1,E,0,H,F,1,0.79,1,16/08/2020 14:17
2321,17952,1,C,0,J,D,0,0.64,1,16/08/2020 14:17
2322,17951,0,D,0,I,D,1,0.55,0,16/08/2020 14:17
2323,17950,1,D,0,H,T,0,0.8,1,16/08/2020 14:17
2324,17949,1,D,0,J,F,1,0.66,1,16/08/2020 14:17
2325,17948,1,C,0,C,D,1,0.55,0,16/08/2020 14:17
2326,17947,0,C,0,D,D,0,0.63,1,16/08/2020 14:17
2327,17946,0,B,1,G,F,0,0.73,1,16/08/2020 14:17
2328,17945,0,A,0,E,T,1,0.68,1,16/08/2020 14:17
2329,17944,0,E,0,E,F,1,0.75,1,16/08/2020 14:17
2330,17943,1,A,0,C,T,1,0.68,1,16/08/2020 14:17
2331,17942,1,A,0,B,D,1,0.55,0,16/08/2020 14:17
2332,17941,0,E,0,A,T,1,0.78,1,16/08/2020 14:17
2333,17940,0,A,0,I,F,0,0.73,1,16/08/2020 14:17
2334,17939,0,D,0,F,F,1,0.65,1,16/08/2020 14:17
2335,17938,0,B,0,A,F,1,0.65,1,16/08/2020 14:17
2336,17937,0,E,1,C,T,1,0.78,1,16/08/2020 14:17
2337,17936,0,D,0,D,D,1,0.55,0,16/08/2020 14:17
2338,17935,0,A,0,F,D,0,0.63,1,16/08/2020 14:17
2339,17934,1,A,0,G,D,0,0.63,1,16/08/2020 14:17
2340,17933,0,A,0,H,F,1,0.69,1,16/08/2020 14:17
2341,17932,1,D,0,B,T,1,0.68,1,16/08/2020 14:17
2342,17931,1,B,0,B,F,1,0.65,1,16/08/2020 14:17
2343,17930,1,A,1,A,F,1,0.65,1,16/08/2020 14:17
2344,17929,0,E,0,F,T,1,0.78,1,16/08/2020 14:17
2345,17928,1,A,0,J,F,1,0.66,1,16/08/2020 14:17
2346,17927,1,D,0,I,T,1,0.68,1,16/08/2020 14:17
2347,17926,1,D,0,I,F,1,0.65,1,16/08/2020 14:17
2348,17925,1,D,0,J,T,0,0.77,1,16/08/2020 14:17
2349,17924,0,B,0,A,F,1,0.65,1,16/08/2020 14:17
2350,17923,1,D,0,G,D,0,0.63,1,16/08/2020 14:17
2351,17922,0,A,0,G,D,0,0.63,1,16/08/2020 14:17
2352,17921,1,A,1,E,D,0,0.63,1,16/08/2020 14:17
2353,17920,1,D,0,F,T,1,0.68,1,16/08/2020 14:17
2354,17919,1,C,0,H,D,0,0.67,1,16/08/2020 14:17
2355,17918,0,E,0,A,F,1,0.75,1,16/08/2020 14:17
2356,17917,0,C,0,A,F,1,0.65,1,16/08/2020 14:17
2357,17916,0,D,0,H,F,1,0.69,1,16/08/2020 14:17
2358,17915,1,D,0,H,T,0,0.8,1,16/08/2020 14:17
2359,17914,1,A,0,J,D,1,0.56,0,16/08/2020 14:17
2360,17913,0,C,0,I,F,1,0.65,1,16/08/2020 14:17
2361,17912,0,C,0,E,D,1,0.55,0,16/08/2020 14:17
2362,17911,1,E,0,C,D,1,0.65,1,16/08/2020 14:17
2363,17910,0,D,0,B,F,1,0.65,1,16/08/2020 14:17
2364,17909,0,B,0,B,F,1,0.65,1,16/08/2020 14:17
2365,17908,0,D,0,I,T,0,0.76,1,16/08/2020 14:17
2366,17907,1,E,0,H,T,0,0.9,1,16/08/2020 14:17
2367,17906,1,A,0,B,D,1,0.55,0,16/08/2020 14:17
2368,17905,1,D,0,A,T,0,0.76,1,16/08/2020 14:17
2369,17904,0,D,0,C,F,0,0.73,1,16/08/2020 14:17
2370,17903,0,A,0,E,F,1,0.65,1,16/08/2020 14:17
2371,17902,1,B,0,B,D,1,0.55,0,16/08/2020 14:17
2372,17901,1,E,0,J,D,1,0.66,1,16/08/2020 14:17
2373,17900,0,E,0,E,T,1,0.78,1,16/08/2020 14:17
2374,17899,1,E,0,E,D,1,0.65,1,16/08/2020 14:17
2375,17898,1,A,0,A,F,1,0.65,1,16/08/2020 14:17
2376,17897,0,C,0,G,T,0,0.76,1,16/08/2020 14:17
2377,17896,0,A,0,A,F,1,0.65,1,16/08/2020 14:17
2378,17895,1,B,0,I,D,1,0.55,0,16/08/2020 14:17
2379,17894,1,E,0,E,D,1,0.65,1,16/08/2020 14:17
2380,17893,0,A,0,G,F,1,0.65,1,16/08/2020 14:17
2381,17892,1,D,0,I,D,0,0.63,1,16/08/2020 14:17
2382,17891,0,A,0,I,D,1,0.55,0,16/08/2020 14:17
2383,17890,0,A,0,C,F,1,0.65,1,16/08/2020 14:17
2384,17889,1,A,0,E,D,1,0.55,0,16/08/2020 14:17
2385,17888,0,A,0,F,D,0,0.63,1,16/08/2020 14:17
2386,17887,1,E,0,C,F,1,0.75,1,16/08/2020 14:17
2387,17886,1,A,0,E,D,1,0.55,0,16/08/2020 14:17
2388,17885,0,A,0,B,T,1,0.68,1,16/08/2020 14:17
2389,17884,0,A,0,A,D,1,0.55,0,16/08/2020 14:17
2390,17883,1,A,0,E,D,1,0.55,0,16/08/2020 14:17
2391,17882,1,B,0,J,T,1,0.69,1,16/08/2020 14:17
2392,17881,0,A,0,H,F,1,0.69,1,16/08/2020 14:17
2393,17880,0,B,0,C,D,1,0.55,0,16/08/2020 14:17
2394,17879,0,B,0,C,T,1,0.68,1,16/08/2020 14:17
2395,17878,1,D,0,B,T,1,0.68,1,16/08/2020 14:17
2396,17877,1,D,0,C,T,1,0.68,1,16/08/2020 14:17
2397,17876,0,A,0,D,D,0,0.63,1,16/08/2020 14:17
2398,17875,1,D,0,G,F,1,0.65,1,16/08/2020 14:17
2399,17874,0,A,0,F,F,1,0.65,1,16/08/2020 14:17
2400,17873,1,A,0,I,T,1,0.68,1,16/08/2020 14:17
2401,17872,1,E,0,C,F,1,0.75,1,16/08/2020 14:17
2402,17871,0,D,0,J,D,1,0.56,0,16/08/2020 14:17
2403,17870,0,C,0,E,F,1,0.65,1,16/08/2020 14:17
2404,17869,1,B,0,H,T,1,0.72,1,16/08/2020 14:17
2405,17868,1,C,0,A,F,1,0.65,1,16/08/2020 14:17
2406,17867,0,B,0,H,D,1,0.59,0,16/08/2020 14:17
2407,17866,1,A,0,H,F,1,0.69,1,16/08/2020 14:17
2408,17865,1,C,0,E,F,0,0.73,1,16/08/2020 14:17
2409,17864,1,A,0,C,T,1,0.68,1,16/08/2020 14:17
2410,17863,0,B,0,J,T,0,0.77,1,16/08/2020 14:17
2411,17862,0,B,0,J,F,1,0.66,1,16/08/2020 14:17
2412,17861,1,D,0,A,F,0,0.73,1,16/08/2020 14:17
2413,17860,0,B,0,H,D,1,0.59,0,16/08/2020 14:17
2414,17859,0,A,0,B,T,1,0.68,1,16/08/2020 14:17
2415,17858,0,E,0,D,F,1,0.75,1,16/08/2020 14:17
2416,17857,0,C,0,F,T,1,0.68,1,16/08/2020 14:17
2417,17856,1,D,0,F,F,1,0.65,1,16/08/2020 14:17
2418,17855,0,C,0,J,F,1,0.66,1,16/08/2020 14:17
2419,17854,1,E,0,E,D,0,0.73,1,16/08/2020 14:17
2420,17853,0,C,0,G,F,1,0.65,1,16/08/2020 14:17
2421,17852,1,E,0,A,F,1,0.75,1,16/08/2020 14:17
2422,17851,1,A,1,E,T,0,0.76,1,16/08/2020 14:17
2423,17850,0,D,0,F,T,1,0.68,1,16/08/2020 14:17
2424,17849,0,A,0,B,D,1,0.55,0,16/08/2020 14:17
2425,17848,1,C,0,F,F,0,0.73,1,16/08/2020 14:17
2426,17847,0,D,0,B,T,0,0.76,1,16/08/2020 14:17
2427,17846,1,C,0,A,F,1,0.65,1,16/08/2020 14:17
2428,17845,1,D,0,G,D,1,0.55,0,16/08/2020 14:17
2429,17844,1,E,0,E,T,1,0.78,1,16/08/2020 14:17
2430,17843,1,D,1,C,D,1,0.55,0,16/08/2020 14:17
2431,17842,0,D,0,J,T,1,0.69,1,16/08/2020 14:17
2432,17841,0,D,0,G,T,1,0.68,1,16/08/2020 14:17
2433,17840,0,D,0,G,D,1,0.55,0,16/08/2020 14:17
2434,17839,0,C,0,A,T,1,0.68,1,16/08/2020 14:17
2435,17838,1,C,0,F,T,1,0.68,1,16/08/2020 14:17
2436,17837,0,C,0,I,F,1,0.65,1,16/08/2020 14:17
2437,17836,0,D,0,D,D,1,0.55,0,16/08/2020 14:17
2438,17835,0,B,0,E,D,0,0.63,1,16/08/2020 14:17
2439,17834,0,C,0,E,T,1,0.68,1,16/08/2020 14:17
2440,17833,0,A,0,F,D,1,0.55,0,16/08/2020 14:17
2441,17832,1,D,0,D,F,1,0.65,1,16/08/2020 14:17
2442,17831,0,C,0,I,D,0,0.63,1,16/08/2020 14:17
2443,17830,0,A,0,F,T,1,0.68,1,16/08/2020 14:17
2444,17829,1,A,0,J,T,0,0.77,1,16/08/2020 14:17
2445,17828,1,D,0,C,D,1,0.55,0,16/08/2020 14:17
2446,17827,0,C,0,E,D,1,0.55,0,16/08/2020 14:17
2447,17826,1,D,0,F,F,1,0.65,1,16/08/2020 14:17
2448,17825,0,E,0,F,T,0,0.86,1,16/08/2020 14:17
2449,17824,0,E,0,J,D,1,0.66,1,16/08/2020 14:17
2450,17823,0,A,1,J,F,1,0.66,1,16/08/2020 14:17
2451,17822,1,E,0,E,D,1,0.65,1,16/08/2020 14:17
2452,17821,0,E,0,A,T,1,0.78,1,16/08/2020 14:17
2453,17820,0,B,1,H,T,0,0.8,1,16/08/2020 14:17
2454,17819,0,A,1,B,D,0,0.63,1,16/08/2020 14:17
2455,17818,1,D,0,H,T,1,0.72,1,16/08/2020 14:17
2456,17817,0,A,0,D,F,0,0.73,1,16/08/2020 14:17
2457,17816,0,B,0,E,D,1,0.55,0,16/08/2020 14:17
2458,17815,0,D,0,D,T,1,0.68,1,16/08/2020 14:17
2459,17814,0,A,0,H,F,1,0.69,1,16/08/2020 14:17
2460,17813,0,A,0,F,D,1,0.55,0,16/08/2020 14:17
2461,17812,0,B,1,F,D,0,0.63,1,16/08/2020 14:17
2462,17811,0,D,0,J,F,1,0.66,1,16/08/2020 14:17
2463,17810,1,D,0,J,F,1,0.66,1,16/08/2020 14:17
2464,17809,0,D,0,A,F,1,0.65,1,16/08/2020 14:17
2465,17808,1,B,0,J,F,1,0.66,1,16/08/2020 14:17
2466,17807,1,E,0,D,F,0,0.83,1,16/08/2020 14:17
2467,17806,0,D,0,C,T,1,0.68,1,16/08/2020 14:17
2468,17805,0,B,0,A,F,1,0.65,1,16/08/2020 14:17
2469,17804,0,A,1,J,T,1,0.69,1,16/08/2020 14:17
2470,17803,0,C,0,D,T,1,0.68,1,16/08/2020 14:17
2471,17802,0,B,0,F,D,1,0.55,0,16/08/2020 14:17
2472,17801,0,E,0,C,T,1,0.78,1,16/08/2020 14:17
2473,17800,0,A,0,G,F,1,0.65,1,16/08/2020 14:17
2474,17799,0,C,0,D,T,1,0.68,1,16/08/2020 14:17
2475,17798,0,B,0,A,D,1,0.55,0,16/08/2020 14:17
2476,17797,0,B,0,J,T,0,0.77,1,16/08/2020 14:17
2477,17796,0,E,0,B,D,1,0.65,1,16/08/2020 14:17
2478,17795,0,E,0,J,D,1,0.66,1,16/08/2020 14:17
2479,17794,1,D,0,A,T,1,0.68,1,16/08/2020 14:17
2480,17793,0,B,0,F,D,1,0.55,0,16/08/2020 14:17
2481,17792,1,D,0,E,T,0,0.76,1,16/08/2020 14:17
2482,17791,1,A,0,I,F,1,0.65,1,16/08/2020 14:17
2483,17790,0,D,0,I,T,1,0.68,1,16/08/2020 14:17
2484,17789,0,D,0,B,F,0,0.73,1,16/08/2020 14:17
2485,17788,1,B,1,J,D,1,0.56,0,16/08/2020 14:17
2486,17787,1,E,0,F,D,0,0.73,1,16/08/2020 14:17
2487,17786,0,E,0,I,T,1,0.78,1,16/08/2020 14:17
2488,17785,0,D,0,E,T,1,0.68,1,16/08/2020 14:17
2489,17784,1,B,0,C,F,1,0.65,1,16/08/2020 14:17
2490,17783,1,D,0,G,D,0,0.63,1,16/08/2020 14:17
2491,17782,0,E,0,J,F,1,0.76,1,16/08/2020 14:17
2492,17781,0,E,0,D,F,1,0.75,1,16/08/2020 14:17
2493,17780,1,B,0,J,D,1,0.56,0,16/08/2020 14:17
2494,17779,0,D,0,G,T,1,0.68,1,16/08/2020 14:17
2495,17778,0,C,0,E,F,1,0.65,1,16/08/2020 14:17
2496,17777,0,A,0,F,F,1,0.65,1,16/08/2020 14:17
2497,17776,0,A,0,A,T,1,0.68,1,16/08/2020 14:17
2498,17775,0,B,0,I,D,1,0.55,0,16/08/2020 14:17
2499,17774,1,C,0,I,D,1,0.55,0,16/08/2020 14:17
2500,17773,1,C,0,D,F,0,0.73,1,16/08/2020 14:17
2501,17772,0,A,0,H,D,1,0.59,0,16/08/2020 14:17
2502,17771,0,A,0,G,T,1,0.68,1,16/08/2020 14:17
2503,17770,0,D,0,C,F,1,0.65,1,16/08/2020 14:17
2504,17769,1,E,0,I,T,1,0.78,1,16/08/2020 14:17
2505,17768,0,A,1,G,F,1,0.65,1,16/08/2020 14:17
2506,17767,0,B,0,I,D,0,0.63,1,16/08/2020 14:17
2507,17766,0,C,0,I,D,1,0.55,0,16/08/2020 14:17
2508,17765,1,A,0,B,F,0,0.73,1,16/08/2020 14:17
2509,17764,1,E,0,H,F,1,0.79,1,16/08/2020 14:17
2510,17763,0,C,0,F,D,1,0.55,0,16/08/2020 14:17
2511,17762,0,E,0,A,T,1,0.78,1,16/08/2020 14:17
2512,17761,0,B,0,F,T,0,0.76,1,16/08/2020 14:17
2513,17760,1,B,0,I,F,1,0.65,1,16/08/2020 14:17
2514,17759,0,E,0,D,F,0,0.83,1,16/08/2020 14:17
2515,17758,0,D,0,J,D,1,0.56,0,16/08/2020 14:17
2516,17757,1,C,0,B,T,0,0.76,1,16/08/2020 14:17
2517,17756,0,B,0,D,D,1,0.55,0,16/08/2020 14:17
2518,17755,0,E,0,I,D,1,0.65,1,16/08/2020 14:17
2519,17754,0,C,0,E,F,1,0.65,1,16/08/2020 14:17
2520,17753,1,A,0,A,F,1,0.65,1,16/08/2020 14:17
2521,17752,1,C,0,F,T,1,0.68,1,16/08/2020 14:17
2522,17751,1,E,0,C,T,1,0.78,1,16/08/2020 14:17
2523,17750,1,B,0,I,F,0,0.73,1,16/08/2020 14:17
2524,17749,0,C,0,A,F,1,0.65,1,16/08/2020 14:17
2525,17748,1,E,0,F,F,1,0.75,1,16/08/2020 14:17
2526,17747,1,D,1,F,T,1,0.68,1,16/08/2020 14:17
2527,17746,0,E,0,A,F,1,0.75,1,16/08/2020 14:17
2528,17745,1,B,0,E,D,0,0.63,1,16/08/2020 14:17
2529,17744,0,D,0,F,T,1,0.68,1,16/08/2020 14:17
2530,17743,0,D,0,F,T,1,0.68,1,16/08/2020 14:17
2531,17742,0,C,0,F,D,0,0.63,1,16/08/2020 14:17
2532,17741,0,A,0,C,T,1,0.68,1,16/08/2020 14:17
2533,17740,0,E,0,C,T,1,0.78,1,16/08/2020 14:17
2534,17739,0,A,0,F,F,1,0.65,1,16/08/2020 14:17
2535,17738,0,E,0,J,T,1,0.79,1,16/08/2020 14:17
2536,17737,1,A,0,B,T,1,0.68,1,16/08/2020 14:17
2537,17736,0,D,0,G,T,1,0.68,1,16/08/2020 14:17
2538,17735,1,A,0,H,T,0,0.8,1,16/08/2020 14:17
2539,17734,1,E,0,C,T,1,0.78,1,16/08/2020 14:17
2540,17733,0,C,1,J,D,1,0.56,0,16/08/2020 14:17
2541,17732,0,A,0,H,F,1,0.69,1,16/08/2020 14:17
2542,17731,1,D,1,C,D,1,0.55,0,16/08/2020 14:17
2543,17730,0,C,0,D,T,1,0.68,1,16/08/2020 14:17
2544,17729,0,E,0,A,T,1,0.78,1,16/08/2020 14:17
2545,17728,0,A,0,B,F,1,0.65,1,16/08/2020 14:17
2546,17727,0,C,0,D,T,1,0.68,1,16/08/2020 14:17
2547,17726,1,E,1,F,D,1,0.65,1,16/08/2020 14:17
2548,17725,0,E,0,C,T,1,0.78,1,16/08/2020 14:17
2549,17724,1,A,0,F,F,1,0.65,1,16/08/2020 14:17
2550,17723,0,C,0,F,F,1,0.65,1,16/08/2020 14:17
